suite_name,model_name,base_parameters,result_type,result_parameter,mean_value,std_value,cv_value,mmap,n_prompt,n_gen
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 960, ""n_gen"": 128}",pp,960,71.86,0.03,0.041747843028110215,1,960,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 64, ""n_gen"": 128}",tg,128,27.78,0.03,0.10799136069114469,0,64,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 128, ""n_gen"": 128}",tg,128,27.84,0.02,0.07183908045977011,0,128,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 192, ""n_gen"": 128}",tg,128,27.6,0.05,0.18115942028985507,0,192,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 256, ""n_gen"": 128}",tg,128,27.79,0.03,0.10795250089960418,0,256,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 320, ""n_gen"": 128}",tg,128,27.81,0.02,0.0719165767709457,0,320,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 384, ""n_gen"": 128}",tg,128,27.76,0.01,0.03602305475504323,0,384,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 448, ""n_gen"": 128}",tg,128,27.77,0.04,0.14404033129276198,0,448,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 512, ""n_gen"": 128}",tg,128,27.79,0.02,0.07196833393306945,0,512,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 576, ""n_gen"": 128}",tg,128,27.83,0.01,0.035932446999640676,0,576,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 640, ""n_gen"": 128}",tg,128,27.71,0.02,0.07217610970768674,0,640,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 704, ""n_gen"": 128}",tg,128,27.79,0.03,0.10795250089960418,0,704,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 768, ""n_gen"": 128}",tg,128,27.6,0.02,0.07246376811594203,0,768,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 832, ""n_gen"": 128}",tg,128,27.78,0.01,0.03599712023038157,0,832,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 896, ""n_gen"": 128}",tg,128,27.62,0.02,0.0724112961622013,0,896,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 960, ""n_gen"": 128}",tg,128,27.8,0.01,0.03597122302158273,0,960,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 1024, ""n_gen"": 128}",tg,128,27.81,0.02,0.0719165767709457,0,1024,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 64, ""n_gen"": 128}",tg,128,28.28,0.03,0.10608203677510608,1,64,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 128, ""n_gen"": 128}",tg,128,28.15,0.03,0.10657193605683836,1,128,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 192, ""n_gen"": 128}",tg,128,28.42,0.02,0.07037297677691766,1,192,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 256, ""n_gen"": 128}",tg,128,28.33,0.03,0.10589481115425345,1,256,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 320, ""n_gen"": 128}",tg,128,28.32,0.03,0.1059322033898305,1,320,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 384, ""n_gen"": 128}",tg,128,28.35,0.03,0.1058201058201058,1,384,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 448, ""n_gen"": 128}",tg,128,28.1,0.1,0.3558718861209964,1,448,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 512, ""n_gen"": 128}",tg,128,28.35,0.02,0.07054673721340388,1,512,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 576, ""n_gen"": 128}",tg,128,28.38,0.02,0.07047216349541931,1,576,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 640, ""n_gen"": 128}",tg,128,28.5,0.02,0.07017543859649124,1,640,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 704, ""n_gen"": 128}",tg,128,28.42,0.03,0.10555946516537648,1,704,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 768, ""n_gen"": 128}",tg,128,28.36,0.02,0.07052186177715092,1,768,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 832, ""n_gen"": 128}",tg,128,27.84,0.04,0.14367816091954022,1,832,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 896, ""n_gen"": 128}",tg,128,28.32,0.02,0.07062146892655367,1,896,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 960, ""n_gen"": 128}",tg,128,28.27,0.02,0.07074637424831977,1,960,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 1024, ""n_gen"": 128}",tg,128,28.31,0.03,0.1059696220416814,1,1024,128
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 64, ""n_gen"": 32}",tg,32,27.99,0.03,0.10718113612004287,0,64,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 128, ""n_gen"": 32}",tg,32,28.32,0.05,0.1765536723163842,0,128,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 192, ""n_gen"": 32}",tg,32,28.17,0.11,0.39048633297834573,0,192,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 256, ""n_gen"": 32}",tg,32,28.23,0.02,0.07084661707403471,0,256,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 320, ""n_gen"": 32}",tg,32,28.3,0.04,0.1413427561837456,0,320,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 384, ""n_gen"": 32}",tg,32,28.16,0.09,0.3196022727272727,0,384,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 448, ""n_gen"": 32}",tg,32,28.26,0.04,0.14154281670205238,0,448,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 512, ""n_gen"": 32}",tg,32,28.26,0.03,0.10615711252653928,0,512,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 576, ""n_gen"": 32}",tg,32,28.3,0.04,0.1413427561837456,0,576,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 640, ""n_gen"": 32}",tg,32,28.33,0.06,0.2117896223085069,0,640,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 704, ""n_gen"": 32}",tg,32,28.3,0.03,0.10600706713780918,0,704,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 768, ""n_gen"": 32}",tg,32,28.38,0.02,0.07047216349541931,0,768,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 832, ""n_gen"": 32}",tg,32,28.25,0.11,0.3893805309734513,0,832,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 896, ""n_gen"": 32}",tg,32,28.23,0.02,0.07084661707403471,0,896,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 960, ""n_gen"": 32}",tg,32,28.37,0.02,0.07049700387733521,0,960,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 1024, ""n_gen"": 32}",tg,32,28.37,0.06,0.21149101163200562,0,1024,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 64, ""n_gen"": 32}",tg,32,28.4,0.15,0.528169014084507,1,64,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 128, ""n_gen"": 32}",tg,32,28.79,0.06,0.20840569642236886,1,128,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 192, ""n_gen"": 32}",tg,32,28.91,0.05,0.17295053614666206,1,192,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 256, ""n_gen"": 32}",tg,32,28.84,0.02,0.06934812760055478,1,256,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 320, ""n_gen"": 32}",tg,32,28.4,0.14,0.49295774647887325,1,320,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 384, ""n_gen"": 32}",tg,32,28.87,0.05,0.17319016279875304,1,384,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 448, ""n_gen"": 32}",tg,32,28.5,0.15,0.5263157894736842,1,448,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 512, ""n_gen"": 32}",tg,32,28.73,0.17,0.591715976331361,1,512,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 576, ""n_gen"": 32}",tg,32,28.37,0.01,0.035248501938667604,1,576,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 640, ""n_gen"": 32}",tg,32,28.97,0.04,0.13807386952019332,1,640,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 704, ""n_gen"": 32}",tg,32,28.96,0.03,0.10359116022099447,1,704,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 768, ""n_gen"": 32}",tg,32,28.97,0.04,0.13807386952019332,1,768,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 832, ""n_gen"": 32}",tg,32,28.85,0.04,0.1386481802426343,1,832,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 896, ""n_gen"": 32}",tg,32,28.87,0.02,0.06927606511950121,1,896,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 960, ""n_gen"": 32}",tg,32,28.97,0.06,0.20711080428028997,1,960,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 1024, ""n_gen"": 32}",tg,32,28.9,0.01,0.03460207612456748,1,1024,32
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 64, ""n_gen"": 64}",tg,64,27.98,0.02,0.07147962830593281,0,64,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 128, ""n_gen"": 64}",tg,64,28.24,0.03,0.10623229461756376,0,128,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 192, ""n_gen"": 64}",tg,64,28.3,0.02,0.0706713780918728,0,192,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 256, ""n_gen"": 64}",tg,64,28.21,0.03,0.10634526763559021,0,256,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 320, ""n_gen"": 64}",tg,64,28.07,0.17,0.6056287851799075,0,320,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 384, ""n_gen"": 64}",tg,64,28.16,0.01,0.03551136363636364,0,384,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 448, ""n_gen"": 64}",tg,64,28.16,0.29,1.0298295454545454,0,448,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 512, ""n_gen"": 64}",tg,64,28.21,0.04,0.14179369018078697,0,512,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 576, ""n_gen"": 64}",tg,64,28.07,0.01,0.035625222657641606,0,576,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 640, ""n_gen"": 64}",tg,64,28.26,0.03,0.10615711252653928,0,640,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 704, ""n_gen"": 64}",tg,64,28.06,0.02,0.07127583749109052,0,704,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 768, ""n_gen"": 64}",tg,64,28.1,0.05,0.1779359430604982,0,768,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 832, ""n_gen"": 64}",tg,64,28.23,0.02,0.07084661707403471,0,832,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 896, ""n_gen"": 64}",tg,64,28.16,0.01,0.03551136363636364,0,896,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 960, ""n_gen"": 64}",tg,64,28.24,0.03,0.10623229461756376,0,960,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 1024, ""n_gen"": 64}",tg,64,28.23,0.01,0.035423308537017355,0,1024,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 64, ""n_gen"": 64}",tg,64,28.68,0.11,0.38354253835425384,1,64,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 128, ""n_gen"": 64}",tg,64,28.78,0.03,0.10423905489923557,1,128,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 192, ""n_gen"": 64}",tg,64,28.84,0.02,0.06934812760055478,1,192,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 256, ""n_gen"": 64}",tg,64,28.35,0.02,0.07054673721340388,1,256,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 320, ""n_gen"": 64}",tg,64,28.78,0.01,0.03474635163307853,1,320,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 384, ""n_gen"": 64}",tg,64,28.79,0.03,0.10420284821118443,1,384,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 448, ""n_gen"": 64}",tg,64,28.77,0.04,0.13903371567605144,1,448,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 512, ""n_gen"": 64}",tg,64,28.67,0.07,0.24415765608650158,1,512,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 576, ""n_gen"": 64}",tg,64,28.57,0.18,0.6300315015750787,1,576,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 640, ""n_gen"": 64}",tg,64,28.84,0.03,0.10402219140083217,1,640,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 704, ""n_gen"": 64}",tg,64,28.81,0.03,0.10413051023950018,1,704,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 768, ""n_gen"": 64}",tg,64,28.82,0.01,0.03469812630117974,1,768,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 832, ""n_gen"": 64}",tg,64,28.7,0.02,0.06968641114982578,1,832,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 896, ""n_gen"": 64}",tg,64,28.66,0.02,0.06978367062107467,1,896,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 960, ""n_gen"": 64}",tg,64,28.25,0.02,0.07079646017699115,1,960,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 1024, ""n_gen"": 64}",tg,64,28.85,0.02,0.06932409012131716,1,1024,64
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 64, ""n_gen"": 96}",tg,96,27.81,0.01,0.03595828838547285,0,64,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 128, ""n_gen"": 96}",tg,96,27.89,0.02,0.07171029042667623,0,128,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 192, ""n_gen"": 96}",tg,96,27.86,0.04,0.14357501794687724,0,192,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 256, ""n_gen"": 96}",tg,96,27.87,0.03,0.1076426264800861,0,256,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 320, ""n_gen"": 96}",tg,96,27.79,0.03,0.10795250089960418,0,320,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 384, ""n_gen"": 96}",tg,96,27.86,0.03,0.10768126346015792,0,384,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 448, ""n_gen"": 96}",tg,96,27.77,0.02,0.07202016564638099,0,448,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 512, ""n_gen"": 96}",tg,96,27.18,0.04,0.14716703458425312,0,512,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 576, ""n_gen"": 96}",tg,96,27.83,0.02,0.07186489399928135,0,576,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 640, ""n_gen"": 96}",tg,96,27.81,0.06,0.2157497303128371,0,640,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 704, ""n_gen"": 96}",tg,96,27.92,0.02,0.07163323782234957,0,704,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 768, ""n_gen"": 96}",tg,96,27.67,0.03,0.10842067220816769,0,768,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 832, ""n_gen"": 96}",tg,96,27.88,0.01,0.03586800573888092,0,832,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 896, ""n_gen"": 96}",tg,96,27.8,0.02,0.07194244604316546,0,896,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 960, ""n_gen"": 96}",tg,96,27.93,0.02,0.0716075904045829,0,960,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 0, ""n_prompt"": 1024, ""n_gen"": 96}",tg,96,27.68,0.05,0.18063583815028902,0,1024,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 64, ""n_gen"": 96}",tg,96,28.32,0.03,0.1059322033898305,1,64,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 128, ""n_gen"": 96}",tg,96,28.39,0.02,0.07044734061289186,1,128,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 192, ""n_gen"": 96}",tg,96,28.38,0.03,0.10570824524312897,1,192,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 256, ""n_gen"": 96}",tg,96,28.4,0.04,0.14084507042253522,1,256,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 320, ""n_gen"": 96}",tg,96,28.45,0.02,0.070298769771529,1,320,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 384, ""n_gen"": 96}",tg,96,27.79,0.08,0.2878733357322778,1,384,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 448, ""n_gen"": 96}",tg,96,27.81,0.03,0.10787486515641855,1,448,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 512, ""n_gen"": 96}",tg,96,28.4,0.04,0.14084507042253522,1,512,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 576, ""n_gen"": 96}",tg,96,28.42,0.02,0.07037297677691766,1,576,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 640, ""n_gen"": 96}",tg,96,28.42,0.02,0.07037297677691766,1,640,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 704, ""n_gen"": 96}",tg,96,28.46,0.04,0.14054813773717498,1,704,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 768, ""n_gen"": 96}",tg,96,28.43,0.03,0.10552233556102707,1,768,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 832, ""n_gen"": 96}",tg,96,28.4,0.03,0.10563380281690142,1,832,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 896, ""n_gen"": 96}",tg,96,28.4,0.02,0.07042253521126761,1,896,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 960, ""n_gen"": 96}",tg,96,28.34,0.02,0.07057163020465773,1,960,96
pn_sweep_step-p64-n32_mmp01,qwen2_5_0_5b,"{""mmap"": 1, ""n_prompt"": 1024, ""n_gen"": 96}",tg,96,28.43,0.01,0.035174111853675694,1,1024,96
